Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
KZ26788,Washington,F,Bachelor,4118.588554,69379,103,0,Personal Auto,494.4,Two-Door Car
GW25077,Oregon,F,Bachelor,5293.368089,38521,134,0,Personal Auto,557.184015,SUV
ZU91897,California,M,High School or Below,13265.96256,34482,67,0,Personal Auto,83.830109,Four-Door Car
ZK38095,California,F,Bachelor,2369.439009,0,68,0,Personal Auto,487.345606,Four-Door Car
TY84623,California,M,College,9816.528302,37256,62,0,Corporate Auto,128.969729,Four-Door Car
IP69763,Washington,F,College,21914.40548,77311,181,0,Personal Auto,113.609508,SUV
NF90665,Oregon,M,Bachelor,5143.88351,39268,66,1,Personal Auto,188.870427,Four-Door Car
KG53186,Nevada,M,College,3136.698216,59644,79,0,Corporate Auto,379.2,Four-Door Car
KV57104,Oregon,F,High School or Below,7713.819259,0,68,0,Personal Auto,326.4,Four-Door Car
ZX93551,Arizona,F,Bachelor,2867.312197,23376,78,0,Personal Auto,374.4,Four-Door Car
TR18337,Nevada,F,College,11516.40557,50854,73,0,Personal Auto,101.489422,Four-Door Car
XV22744,Oregon,F,Bachelor,15025.19126,35158,76,0,Personal Auto,165.958605,Four-Door Car
KK27683,Nevada,F,High School or Below,4013.849907,15413,106,0,Personal Auto,508.8,SUV
HX11651,Oregon,M,College,3288.825448,17860,99,2,Personal Auto,656.122925,Two-Door Car
FD73388,Arizona,F,Master,13736.1325,16181,181,0,Personal Auto,1261.319869,SUV
KF70569,Nevada,M,High School or Below,3890.87081,91182,96,0,Personal Auto,249.140907,Four-Door Car
CC94413,Oregon,F,Bachelor,5701.277221,41154,72,1,Personal Auto,345.6,Four-Door Car
QO59138,Arizona,M,High School or Below,2590.214327,18746,68,0,Personal Auto,326.4,Four-Door Car
JW58698,Oregon,F,College,3223.331519,70277,80,0,Personal Auto,84.818806,Four-Door Car
GT57081,Oregon,F,Bachelor,4912.025292,0,66,0,Personal Auto,668.158687,Four-Door Car
GU82475,California,M,College,6532.010543,24919,84,1,Personal Auto,420.420755,Four-Door Car
BG60187,Oregon,M,Bachelor,8012.124825,0,79,0,Personal Auto,335.234102,Four-Door Car
TN73558,Arizona,F,High School or Below,3731.504584,0,96,0,Personal Auto,460.8,Four-Door Car
KK15032,Arizona,F,High School or Below,2702.380487,46370,68,1,Personal Auto,326.4,Two-Door Car
KA95160,Arizona,F,Master,23207.24981,89918,115,0,Personal Auto,423.116739,SUV
KD52867,Oregon,F,High School or Below,3347.028677,37138,85,0,Personal Auto,612,Two-Door Car
WY53775,Arizona,M,High School or Below,8382.630118,19683,117,1,Personal Auto,561.6,Sports Car
HS94778,Oregon,F,College,11793.12528,32214,100,0,Personal Auto,296.560998,SUV
EJ96266,California,F,College,2965.71995,26472,74,0,Personal Auto,355.2,Four-Door Car
RK53289,California,F,Bachelor,5646.323845,39841,72,0,Personal Auto,440.128707,Two-Door Car
TX39594,Arizona,F,High School or Below,2452.491364,51085,62,1,Personal Auto,406.902001,Two-Door Car
JM93892,Arizona,M,College,5953.213546,61006,74,0,Corporate Auto,73.919629,Four-Door Car
PY51000,California,M,Bachelor,12883.81001,34148,109,0,Personal Auto,451.566751,Four-Door Car
HX74855,Washington,M,High School or Below,2471.528431,95697,61,0,Personal Auto,114.273025,Two-Door Car
VE64781,Arizona,F,Bachelor,2927.07045,75685,73,0,Personal Auto,369.918482,Four-Door Car
KY57676,California,M,High School or Below,8400.788878,20870,72,0,Personal Auto,345.6,Four-Door Car
JL42497,Nevada,F,High School or Below,2729.126448,66900,68,0,Personal Auto,326.4,Four-Door Car
WQ91717,Arizona,F,College,7643.068919,0,106,1,Special Auto,508.8,SUV
WO39817,Oregon,M,High School or Below,2493.591571,37043,68,3,Personal Auto,30.984936,Two-Door Car
HW20940,California,M,Bachelor,4170.572119,42837,106,0,Personal Auto,290.580543,SUV
KE60943,California,M,Bachelor,4908.207958,33305,62,0,Special Auto,353.77899,Four-Door Car
ZI48518,Nevada,F,High School or Below,3891.583881,0,103,0,Personal Auto,558.281543,Sports Car
KI17749,Oregon,F,High School or Below,2682.423898,24823,69,0,Personal Auto,229.279059,Four-Door Car
DS50601,Nevada,M,Bachelor,10003.24729,98192,84,1,Personal Auto,403.2,Four-Door Car
PU78245,Arizona,F,Bachelor,13094.60875,88249,108,0,Personal Auto,244.803741,SUV
MP96373,Washington,M,Master,5719.785738,54585,71,1,Personal Auto,340.8,Two-Door Car
QK62680,Oregon,F,Master,9393.968332,39770,117,0,Personal Auto,561.6,Two-Door Car
HN63935,Arizona,M,Master,3433.82408,85367,85,0,Personal Auto,67.975243,Four-Door Car
ON30714,California,M,College,4932.878744,74809,61,0,Personal Auto,283.787384,Two-Door Car
FM61329,California,M,College,13610.10746,50144,114,0,Personal Auto,786.934186,SUV
NK91656,Oregon,M,Master,2913.323811,20075,79,1,Personal Auto,483.731784,Two-Door Car
MS94619,California,F,High School or Below,5111.304579,76448,63,0,Personal Auto,302.4,Four-Door Car
MO38507,California,M,High School or Below,4540.381153,59556,113,0,Personal Auto,681.505066,Sports Car
PQ36549,Arizona,M,Bachelor,5598.273622,14174,72,0,Personal Auto,345.6,Four-Door Car
WG91434,Oregon,M,High School or Below,9638.066778,35230,61,1,Personal Auto,16.214764,Four-Door Car
WR43077,California,M,High School or Below,9801.287358,0,91,0,Corporate Auto,436.8,Four-Door Car
LR10110,Washington,F,Bachelor,5504.139033,0,73,0,Corporate Auto,350.4,Four-Door Car
XZ58588,Arizona,M,High School or Below,8447.801005,0,114,0,Corporate Auto,547.2,Four-Door Car
FX12602,Oregon,M,High School or Below,19927.63513,51352,66,3,Personal Auto,95.661376,Four-Door Car
BL55947,California,M,College,5815.261714,76675,72,0,Personal Auto,141.718568,Four-Door Car
LA60344,Arizona,M,College,18690.34066,0,68,0,Personal Auto,326.4,Four-Door Car
KQ44803,Arizona,M,College,7224.235434,0,72,2,Personal Auto,297.419028,Two-Door Car
QY81331,Arizona,F,High School or Below,8595.982289,94242,71,1,Personal Auto,41.229484,Four-Door Car
NP33989,Oregon,F,Bachelor,12362.08766,0,113,0,Personal Auto,217.92632,Four-Door Car
CP30637,California,F,High School or Below,4916.303715,71153,122,0,Corporate Auto,209.019238,Sports Car
RW50070,Arizona,M,High School or Below,8935.274872,63326,225,0,Personal Auto,1080,Luxury Car
LO42325,California,F,Bachelor,5433.214031,29629,71,4,Special Auto,228.443418,Four-Door Car
YQ50209,Arizona,M,High School or Below,4847.24253,0,69,0,Corporate Auto,599.152722,Four-Door Car
JP35025,California,F,Master,5714.165863,23726,74,0,Corporate Auto,355.2,Four-Door Car
WZ13788,Nevada,F,High School or Below,10097.68732,48999,86,3,Corporate Auto,412.8,Four-Door Car
IS21172,Oregon,F,Bachelor,4726.869327,13037,124,0,Personal Auto,839.348464,SUV
CL10476,Arizona,M,College,7079.790277,24245,63,0,Corporate Auto,302.4,Two-Door Car
WO83615,Nevada,M,Bachelor,5395.434909,44047,137,0,Corporate Auto,969.232217,Sports Car
ZJ77881,Oregon,F,Bachelor,9452.996411,91942,117,0,Personal Auto,561.6,Four-Door Car
GT37101,Oregon,F,High School or Below,5284.312599,37640,67,0,Personal Auto,174.046849,Two-Door Car
WE13528,California,F,High School or Below,20215.3918,77058,63,0,Personal Auto,119.331041,Four-Door Car
BT78503,Oregon,M,High School or Below,2510.054168,0,73,0,Corporate Auto,525.6,Four-Door Car
WM19967,California,F,College,19884.91592,63755,62,0,Personal Auto,291.860708,Two-Door Car
EW13798,California,F,Doctor,4014.453113,37384,99,0,Personal Auto,475.2,Four-Door Car
RO18530,Washington,M,Master,2540.689797,42557,65,0,Personal Auto,57.562324,Four-Door Car
AY18433,Washington,F,High School or Below,27382.81893,45473,76,0,Special Auto,188.938397,Two-Door Car
CS29328,Nevada,M,Bachelor,4875.31604,10743,70,2,Personal Auto,336,Two-Door Car
QL75176,Oregon,F,High School or Below,12324.2654,0,113,0,Personal Auto,813.6,Four-Door Car
IO25161,Arizona,F,College,2280.386988,0,61,0,Personal Auto,283.881697,Four-Door Car
FA82777,Arizona,F,High School or Below,4165.994433,0,64,3,Personal Auto,575.890362,Four-Door Car
GR49281,California,M,Bachelor,4974.801539,75644,65,3,Personal Auto,467.803638,Two-Door Car
ZW19492,Oregon,M,Bachelor,2404.917967,63455,61,0,Personal Auto,287.654819,Two-Door Car
UW88168,Oregon,M,Bachelor,3032.816016,73782,76,0,Special Auto,111.622054,Four-Door Car
XX53620,Oregon,F,Bachelor,2891.272351,80590,71,0,Corporate Auto,134.158389,Four-Door Car
IM90123,California,F,Bachelor,15261.41386,59797,127,0,Personal Auto,609.6,SUV
BE33446,Arizona,F,Bachelor,5015.009472,48567,130,0,Personal Auto,624,SUV
YW11227,California,M,Bachelor,5325.394799,62470,66,0,Personal Auto,243.766542,Two-Door Car
UF32671,Washington,F,College,5291.395332,57338,66,0,Personal Auto,316.8,Four-Door Car
ZW10467,Arizona,F,High School or Below,16107.19004,63288,199,0,Personal Auto,558.433218,Luxury Car
KK95092,Arizona,M,Bachelor,7605.637524,55281,192,1,Personal Auto,921.6,Luxury SUV
HZ43637,Arizona,F,College,3065.365332,22985,77,0,Special Auto,458.056054,Four-Door Car
FY82691,California,F,College,6245.575806,39608,78,1,Corporate Auto,22.961216,Four-Door Car
SO40738,California,F,High School or Below,9406.381948,99189,117,0,Corporate Auto,75.302707,SUV
MB83471,Oregon,M,High School or Below,7815.46882,0,112,0,Personal Auto,574.102379,Four-Door Car
GA63091,California,M,College,9747.99401,0,92,0,Personal Auto,514.360634,Four-Door Car
AU75025,Oregon,M,College,4686.469674,58089,118,0,Personal Auto,566.4,SUV
XF15789,Arizona,F,College,8869.619888,81350,110,0,Personal Auto,228.185834,SUV
SH13204,California,F,High School or Below,4741.808942,0,65,0,Personal Auto,731.289267,Two-Door Car
FX48006,Oregon,M,College,24178.68478,43704,201,0,Personal Auto,1064.482165,Luxury SUV
HS69837,Oregon,M,College,7951.777533,75497,100,0,Personal Auto,71.773341,SUV
GL49408,California,M,Doctor,6762.082924,40372,85,0,Corporate Auto,76.975713,Four-Door Car
PK51938,Oregon,F,College,3044.78946,17489,85,0,Corporate Auto,587.689075,Four-Door Car
JE62426,Arizona,F,High School or Below,5908.16294,86277,74,0,Personal Auto,212.039619,Four-Door Car
IA31850,Arizona,F,College,4574.547243,0,63,0,Personal Auto,453.6,Four-Door Car
PP50567,California,M,Bachelor,8377.499751,0,74,0,Corporate Auto,355.2,Four-Door Car
CS26667,Washington,M,College,22332.43946,49078,97,0,Special Auto,484.013411,Four-Door Car
UF73578,California,M,High School or Below,5838.89915,81082,73,0,Personal Auto,281.295903,Four-Door Car
MY23958,California,M,Bachelor,7577.065297,0,116,2,Personal Auto,835.2,Sports Car
OP75571,Arizona,F,College,8012.841201,40635,102,0,Personal Auto,489.6,SUV
SI60881,Oregon,F,Bachelor,9217.978125,26351,119,0,Personal Auto,571.2,SUV
DQ15807,Oregon,M,High School or Below,2749.189304,0,80,0,Personal Auto,824.487259,Four-Door Car
WU15684,Nevada,F,College,3588.87609,42836,89,0,Corporate Auto,244.580023,Four-Door Car
KR17533,Oregon,M,Doctor,3954.538361,40175,102,1,Personal Auto,154.721555,SUV
IM98086,California,M,College,3230.576665,62873,81,0,Personal Auto,207.75186,Four-Door Car
XY48850,Nevada,F,High School or Below,5158.648497,0,74,0,Personal Auto,588.936956,Two-Door Car
YT25875,California,F,College,2776.582901,50985,71,0,Personal Auto,307.68931,Two-Door Car
TL59568,Arizona,M,High School or Below,12836.00951,0,116,0,Personal Auto,835.2,Two-Door Car
UE52886,Arizona,M,Bachelor,28421.57022,42803,245,0,Personal Auto,889.288242,Luxury Car
TM28833,Oregon,M,College,2276.392936,0,69,1,Personal Auto,624.980751,Two-Door Car
SQ60915,Arizona,M,High School or Below,3895.961837,35970,98,0,Corporate Auto,470.4,Four-Door Car
GU42084,Arizona,M,Bachelor,4247.683347,44537,106,0,Corporate Auto,441.907057,Sports Car
ZH93283,Arizona,M,College,6005.847375,13528,86,0,Personal Auto,412.8,Four-Door Car
WF51811,Arizona,F,College,2719.506996,14030,72,0,Personal Auto,345.6,Two-Door Car
RL51023,Arizona,M,College,4185.757242,0,64,0,Corporate Auto,492.644465,Four-Door Car
NQ67659,Nevada,F,Bachelor,33473.34946,33190,106,0,Personal Auto,508.8,SUV
KI45566,Nevada,M,College,7331.508054,0,100,0,Personal Auto,61.580247,Sports Car
WB68229,Arizona,F,Bachelor,9320.284812,21033,118,0,Personal Auto,738.975495,Two-Door Car
UF84144,Washington,M,College,3312.323945,26285,84,0,Corporate Auto,403.2,Four-Door Car
ZH28312,California,F,Bachelor,5560.278162,0,74,0,Corporate Auto,65.953005,Four-Door Car
GK48045,Washington,F,College,8214.602384,73245,68,0,Personal Auto,305.121363,Four-Door Car
HZ67642,California,M,Bachelor,8647.139152,0,119,0,Personal Auto,244.816163,SUV
HE12295,California,M,High School or Below,4446.738622,0,61,0,Personal Auto,616.279356,Four-Door Car
XL66550,Oregon,M,Bachelor,7769.841954,74365,193,0,Corporate Auto,926.4,Luxury Car
AL27471,Oregon,M,Doctor,3911.118202,30821,97,0,Personal Auto,451.319227,Four-Door Car
NG94479,Arizona,F,High School or Below,2731.520409,69844,68,0,Corporate Auto,184.379697,Four-Door Car
WR58220,Oregon,M,Bachelor,8401.788653,0,124,0,Personal Auto,595.2,SUV
RT64920,Oregon,M,Master,5875.038074,55836,73,0,Personal Auto,314.936185,Four-Door Car
IR58695,Oregon,M,High School or Below,6188.379423,40352,77,0,Corporate Auto,406.367233,Four-Door Car
AS93181,Arizona,F,Bachelor,4506.577736,14985,116,0,Personal Auto,571.319514,Sports Car
ML23548,Arizona,F,Doctor,10548.53703,27458,131,1,Personal Auto,730.373515,Sports Car
PU71194,Oregon,F,Bachelor,35203.57475,56343,295,0,Personal Auto,1612.962321,Luxury Car
QT46430,California,F,College,8193.750001,12780,111,2,Personal Auto,225.437098,Sports Car
WP83694,California,F,Bachelor,5313.436344,68558,131,0,Personal Auto,280.903779,SUV
UE19977,California,F,College,4379.770178,47747,111,0,Personal Auto,165.588524,Two-Door Car
WC83942,Oregon,M,Bachelor,20885.55547,16113,81,0,Corporate Auto,494.890996,Four-Door Car
HZ62410,Oregon,M,Bachelor,2771.963072,0,79,0,Personal Auto,379.2,Four-Door Car
CE72177,California,F,High School or Below,5461.548993,39626,69,0,Personal Auto,485.705851,Four-Door Car
YI89801,California,F,High School or Below,2570.235172,49304,65,0,Corporate Auto,312,Four-Door Car
KB53430,Oregon,M,High School or Below,2227.072755,27972,61,0,Personal Auto,292.8,Four-Door Car
KB50999,California,F,College,5394.000979,27568,68,0,Personal Auto,278.689331,Two-Door Car
JO17193,Washington,M,Bachelor,2300.691547,25905,63,0,Personal Auto,302.4,Four-Door Car
BO42776,Washington,M,Bachelor,25360.10404,21442,108,0,Corporate Auto,518.4,SUV
OZ19432,Nevada,F,High School or Below,4374.038985,34516,113,3,Special Auto,42.950852,Four-Door Car
VT34834,Nevada,M,High School or Below,4953.358432,0,68,0,Personal Auto,342.468248,Four-Door Car
MI65698,Oregon,F,College,4590.811214,28354,118,0,Personal Auto,320.327775,Two-Door Car
IG85969,Arizona,F,College,5062.37379,0,72,0,Personal Auto,345.6,Two-Door Car
SE72928,California,M,Master,9075.768214,37722,116,0,Personal Auto,158.077504,Sports Car
QV47358,Arizona,F,Bachelor,8133.157212,32021,70,0,Personal Auto,336,Four-Door Car
HR50405,Oregon,F,Bachelor,2869.301319,13393,73,0,Personal Auto,34.708194,Four-Door Car
MN53151,Oregon,M,College,27937.75093,13624,117,0,Personal Auto,561.6,Sports Car
VD64777,Nevada,F,College,2606.186321,27800,67,0,Personal Auto,321.6,Two-Door Car
EG21289,California,F,College,7764.273102,58419,191,0,Personal Auto,202.468807,Luxury Car
YI85251,Nevada,M,High School or Below,18380.39026,50407,92,0,Personal Auto,352.060768,Four-Door Car
RD61361,Arizona,F,Bachelor,6102.953572,0,84,0,Personal Auto,856.347474,Four-Door Car
PG26401,Washington,M,High School or Below,9191.672825,77603,114,0,Personal Auto,547.2,SUV
NV91476,California,F,College,9581.281433,75606,119,0,Personal Auto,571.2,Four-Door Car
SJ16410,Arizona,M,Bachelor,7532.262392,41458,98,0,Personal Auto,191.100227,Four-Door Car
BI17208,Oregon,M,College,2795.321353,0,74,0,Personal Auto,420.765993,Two-Door Car
WR70403,Washington,M,High School or Below,5673.840992,0,82,0,Personal Auto,445.001296,Two-Door Car
ZZ22858,Arizona,F,Bachelor,15016.18511,70619,187,0,Personal Auto,293.948632,Luxury Car
EZ75048,California,M,Doctor,3087.249746,41273,77,0,Personal Auto,221.226696,Four-Door Car
CN31328,Arizona,F,College,5480.701059,46946,70,0,Personal Auto,336,Four-Door Car
ZP91150,Oregon,M,College,7944.973807,0,113,0,Corporate Auto,542.4,Four-Door Car
LC77957,Oregon,M,Bachelor,8543.247323,99180,106,0,Personal Auto,33.751887,SUV
PT34656,California,F,College,5380.898636,55350,67,0,Personal Auto,321.6,Four-Door Car
MI99404,California,M,College,4650.063763,28215,65,0,Personal Auto,468,Two-Door Car
AI58313,Nevada,F,College,36946.06393,75425,116,1,Personal Auto,663.643801,Sports Car
VA60020,Nevada,F,High School or Below,3314.55133,63583,83,0,Special Auto,167.39959,Four-Door Car
TW53467,California,M,Bachelor,4566.377261,0,66,0,Personal Auto,475.2,Four-Door Car
IC11062,Nevada,F,High School or Below,5597.12496,37995,139,0,Personal Auto,667.2,SUV
OO11531,Nevada,F,Master,2540.551456,37125,63,0,Personal Auto,290.911693,Four-Door Car
JV80614,California,M,College,2939.330187,53357,73,0,Personal Auto,55.320014,Four-Door Car
IC70693,California,F,Bachelor,16068.34838,70140,199,0,Corporate Auto,955.2,Luxury Car
JY45326,Oregon,M,College,7360.873696,52380,186,2,Personal Auto,892.8,Luxury SUV
QW17940,California,M,High School or Below,2700.985899,79292,67,0,Corporate Auto,55.394702,Four-Door Car
AV25133,Oregon,F,College,3095.705571,0,92,1,Personal Auto,774.892461,Two-Door Car
QJ57215,Nevada,F,College,4383.751482,0,123,0,Personal Auto,1480.336748,SUV
IG94072,Oregon,F,High School or Below,9928.874825,75425,123,0,Personal Auto,823.798803,Sports Car
WC28543,Arizona,M,Bachelor,2399.17815,20992,64,0,Personal Auto,307.2,Two-Door Car
DH13219,Washington,M,Bachelor,3402.777293,57428,85,1,Corporate Auto,414.649796,Four-Door Car
ET80689,California,M,College,8711.302422,92606,109,0,Special Auto,287.437831,SUV
JD10245,California,M,High School or Below,4358.762008,86001,109,1,Personal Auto,523.2,SUV
XO96556,Arizona,M,Master,2551.226692,79751,63,0,Personal Auto,392.235698,Two-Door Car
UJ61336,Arizona,F,Bachelor,5642.747998,68654,71,2,Personal Auto,208.048487,Four-Door Car
XS94482,Arizona,F,Master,4151.667368,0,61,3,Personal Auto,208.892861,Two-Door Car
QX57337,Oregon,F,Doctor,2842.025913,92629,72,3,Personal Auto,60.845685,Four-Door Car
CZ35936,California,F,High School or Below,8791.444942,54094,112,0,Corporate Auto,502.994931,SUV
IM41800,Nevada,M,College,8268.272933,95419,70,3,Personal Auto,336,Four-Door Car
GI70742,Oregon,F,High School or Below,8581.637267,66466,71,0,Personal Auto,293.016168,Four-Door Car
HQ32112,Arizona,M,High School or Below,5244.40475,68131,130,0,Personal Auto,226.607648,SUV
CC85895,Nevada,F,Bachelor,8509.019846,56481,106,0,Personal Auto,273.250112,SUV
CF40646,California,M,College,4743.615503,70082,119,0,Personal Auto,571.2,SUV
RF39856,Nevada,M,Bachelor,22754.66137,51437,115,0,Corporate Auto,244.086665,SUV
VT85216,Nevada,M,High School or Below,5335.015944,0,73,0,Personal Auto,525.6,Four-Door Car
SW69117,Oregon,M,College,6966.319103,27972,90,0,Corporate Auto,240.318607,Two-Door Car
EI58852,Arizona,F,High School or Below,21205.37785,24930,76,0,Personal Auto,364.8,Four-Door Car
FN61865,Nevada,F,Master,4271.200049,26245,110,0,Personal Auto,44.284642,Two-Door Car
LI11560,California,F,Bachelor,5580.818466,57883,69,0,Personal Auto,431.847824,Four-Door Car
NY12562,Nevada,F,College,2224.089639,0,64,0,Corporate Auto,483.25721,Four-Door Car
GE46404,Oregon,F,College,2709.539796,58828,68,0,Personal Auto,446.751243,Four-Door Car
PP26786,Arizona,M,College,2890.338106,51906,73,0,Corporate Auto,374.864662,Four-Door Car
BE55425,Oregon,M,College,6403.577368,28095,82,0,Personal Auto,393.6,Four-Door Car
SH75038,California,F,Bachelor,5981.381645,88723,74,0,Personal Auto,355.2,Two-Door Car
LD22387,California,F,High School or Below,6225.022266,53078,79,2,Corporate Auto,200.97608,Four-Door Car
FF94034,California,F,Bachelor,8496.358981,88895,106,0,Personal Auto,209.863509,Sports Car
